timestep,year,agent_id,prev_consumption,curr_consumption,prev_income,curr_income,curr_wealth,prev_dpi,curr_dpi,work_decision,consumption_prop,is_macro_good,yearly_mpc,score
94,8,48,22127.760842180505,17572.235254223382,14970.843762345921,14972.545732102753,22364.663050829757,17807.435493115798,18601.9302254887,1.0,0.4,True,0.0,14
94,8,49,24352.91039140567,20948.56639786324,15204.59240892007,15242.712674717519,53867.74216593405,17954.730718053277,22106.75193022359,1.0,0.3,True,0.0,14
94,8,52,23550.92091668865,19050.87066708969,17784.978628188095,17859.16315778972,24246.56266720506,19672.327888004467,20539.292629049378,1.0,0.4,True,0.0,14
94,8,53,19777.956234971505,16500.236234369033,17978.986075595956,18050.661634962984,66000.94493747613,19799.310868401684,20663.02047521485,1.0,0.24,True,0.0,14
94,8,57,27054.863430630907,21707.793015709307,21585.19459623602,21758.420648996158,27628.100201811845,22107.80373413011,23073.950160148903,1.0,0.4,True,0.0,14
94,8,58,27180.4491640628,21613.70087994827,21066.236096738754,21236.21834664965,27508.346574479616,21771.61604045419,22734.372955720984,1.0,0.4,True,0.0,14
94,8,64,17086.975571507694,23449.590817151977,24392.01528988096,24489.985203624827,54715.711906687946,23958.576833655014,24848.66956392143,1.0,0.4,True,0.0,14
94,8,73,43101.49819506152,35558.009373791,31899.334560703992,31974.46957040369,58015.699504606375,28846.3265761054,38838.50882590976,1.0,0.4,True,0.0,14
94,8,78,30037.41248252637,27945.18704817583,34082.407749963364,34099.83428189373,27945.18704817583,30285.522116343273,31095.272915901754,1.0,0.6,True,0.0,14
94,8,79,0.0,34642.60641199539,40398.590066010845,40403.917379010614,212804.5822451145,34395.27534839997,35193.780342945065,1.0,0.2,True,0.0,14
94,8,87,0.0,29776.600447629524,51899.07244746216,52034.407672682246,182913.4027497242,41634.89797361265,42563.373397576484,1.0,0.2,True,0.0,14
95,8,14,11677.093751381852,8933.967374434387,3549.4691874434193,3550.189382153272,28290.89668570889,9977.591778875769,9965.554392614587,1.0,0.3,True,0.0,14
95,8,16,10691.513826482613,10200.396501955218,4205.083102830945,4205.1073677995555,8689.226649813701,10489.123737421112,10477.222078534214,1.0,0.5,True,0.0,14
95,8,17,10033.044975880022,8501.132215639798,4519.077136819995,4519.471451802798,34004.52886255919,10733.957672929444,10721.938686760594,1.0,0.24,True,0.0,14
95,8,26,11509.118235296832,10671.418517244882,6848.897093286451,6849.836883604356,42685.674068979526,12551.097234399553,12537.518718398236,1.0,0.24,True,0.0,14
95,8,29,15070.012808620231,10893.365712795885,8363.783162149104,8364.081895898937,25417.853329857062,13705.90109597277,13691.681945648674,1.0,0.4,True,0.0,14
95,8,30,15188.504564095878,12637.50239858277,8135.544547592772,8136.308167736982,16084.093961832617,13532.3281761753,13518.92147556641,1.0,0.5,True,0.0,14
95,8,32,7512.127824008445,13250.602489056831,8908.052446336751,8908.771156117891,30918.072474465946,14119.44495770786,14106.019920896895,1.0,0.24,True,0.0,14
95,8,46,20408.90942006785,18078.68123326907,15264.332824847863,15265.415725728222,82358.43672933689,18800.397381454222,18774.94976358979,1.0,0.2,True,0.0,14
95,8,47,12844.011663232544,16617.082373868026,13882.936872887954,13883.527915706663,52620.76085058209,17861.205528701237,17842.33719417028,1.0,0.2,True,0.0,14
95,8,48,17572.235254223382,16387.135387003098,14972.545732102753,14973.790923292048,24580.70308050465,18601.9302254887,18588.736122664784,1.0,0.44,True,0.0,14
95,8,52,19050.87066708969,17914.811846905603,17859.16315778972,17860.337478799298,26872.217770358406,20539.292629049378,20525.88517880006,1.0,0.44,True,0.0,14
95,8,57,21707.793015709307,20281.12968825627,21758.420648996158,21759.194507676086,30421.6945323844,23073.950160148903,23042.58731616127,1.0,0.44,True,0.0,14
95,8,58,21613.70087994827,20097.563878869565,21236.21834664965,21237.40851362297,30146.345818304348,22734.372955720984,22707.39666056628,1.0,0.44,True,0.0,14
95,8,61,23019.122248967466,20308.121816259165,21657.835067081,21658.943562155917,47385.61757127139,23008.452409165868,22986.60518993043,1.0,0.34,True,0.0,14
95,8,63,27344.47772023846,23780.539869848923,24181.458733062565,24181.599281157127,35670.80980477338,24649.146573496975,24612.183281406324,1.0,0.44,True,0.0,14
95,8,66,27334.942722586762,22594.234765534202,26890.161879549887,26891.191206113217,90376.93906213681,26409.49254624959,26382.97010864239,1.0,0.24,True,0.0,14
95,8,68,27255.39174082557,25363.82113356639,28577.995337992685,28582.828847574536,25363.82113356639,27505.252830181,27480.588037756126,1.0,0.6,True,0.0,14
95,8,69,10483.712050439613,24444.76982287175,29131.259435901153,29137.22011009661,97779.079291487,27864.47998620678,27841.17379593132,1.0,0.24,True,0.0,14
95,8,71,28585.99128689202,25811.67681927656,29557.038530813865,29562.7288162774,38717.51522891483,28141.331033956194,28112.97343226403,1.0,0.44,True,0.0,14
95,8,80,18695.45913232016,31181.344622886973,38467.50264486197,38615.86779410762,17539.506350373922,33883.1965057637,34018.97712714251,1.0,0.7000000000000001,True,0.0,14
97,9,5,7328.176179590652,6467.928178079091,1521.7548126599065,1522.1695261543255,58211.35360271181,7990.125820869367,7603.69720481646,1.0,0.12,True,0.0,14
97,9,15,9713.167185758593,9421.30095601339,4011.122181244447,4018.48410831228,9421.30095601339,10107.045362097055,9727.788495113105,1.0,0.6,True,0.0,14
97,9,16,9583.551832946298,8963.97064936293,4205.762305344234,4209.303701129243,11408.689917371003,10259.705175777119,9876.424017815156,1.0,0.54,True,0.0,14
97,9,18,10172.59177605275,9977.588000131893,4910.120805622519,4915.583937614116,9977.588000131893,10808.682024028729,10427.309659265724,1.0,0.6,True,0.0,14
97,9,26,13256.55150757816,11323.676081656424,6862.275377802263,6866.491448551201,45294.704326625695,12331.636943802318,11949.224018887831,1.0,0.24,True,0.0,14
97,9,30,14806.483725277474,12730.082490672536,8146.260180892906,8148.352072946301,16201.923169946862,13310.978701400449,12926.595665385534,1.0,0.5,True,0.0,14
97,9,31,15595.821018066878,13791.905766107957,8448.506396807961,8448.764903773532,20687.858649161935,13541.125837916954,14696.784365373642,1.0,0.5,True,0.0,14
97,9,32,10808.144083883499,10000.992451654314,8918.612443602962,8922.151718819907,40003.96980661726,13897.61904910084,13514.933704204415,1.0,0.24,True,0.0,14
97,9,35,14018.40953577151,13423.948029667488,10009.780820291251,10024.923774077462,20135.922044501232,14724.12213252731,14352.499743895625,1.0,0.5,True,0.0,14
97,9,42,19563.227070543584,18210.013731201445,12820.478558695588,12846.276514414203,46825.749594518,16857.69521325082,19094.295976014313,1.0,0.3,True,0.0,14
97,9,44,19492.673773085804,16828.904565122615,13936.399727317104,13960.918819729846,21418.605810156052,17660.728723018172,17299.188794295624,1.0,0.54,True,0.0,14
97,9,48,18998.20725196866,17562.514303679036,14982.095474596843,15012.004553105879,26343.771455518556,18370.077035617596,18013.758897912303,1.0,0.44,True,0.0,14
97,9,51,19274.88103488132,16988.079898713524,16565.19225953976,16579.91028149494,32976.86097985566,19451.44398747602,19080.22644600986,1.0,0.4,True,0.0,14
97,9,52,20858.6852142349,19337.315386505965,17868.3372892656,17903.23999418446,29005.973079758944,20304.276309315726,19953.599887334083,1.0,0.44,True,0.0,14
97,9,54,18751.140204768333,17946.372022455984,18242.949192554304,18276.66694959098,81755.69476896615,20548.188778212134,20196.22171958624,1.0,0.2,True,0.0,14
97,9,56,25202.75582228222,21121.277183056387,19529.610375515582,19563.655001366988,84485.10873222555,21384.404143051786,25811.674462967097,1.0,0.24,True,0.0,14
97,9,57,23549.87298659338,21808.867519043895,21817.351265024456,21850.608999187218,32713.301278565843,22871.71113332361,22519.723400237337,1.0,0.44,True,0.0,14
97,9,58,23276.244504400966,21518.913202635602,21284.221726572716,21300.57487928654,32278.3698039534,22531.09353683706,22162.179018641444,1.0,0.44,True,0.0,14
97,9,61,23937.410361902803,21546.015188279303,21690.86892419764,21694.69000050573,50274.03543931838,22799.800442035306,22418.38104822616,1.0,0.34,True,0.0,14
97,9,62,20835.958629714325,19946.971751999612,22534.237108946243,22542.613012577247,25387.05495709042,23346.39557255888,28790.632474177357,1.0,0.5,True,0.0,14
97,9,64,24688.58759954262,22565.806952842668,24543.948847530486,24557.961876833775,52653.54955663289,24650.7352086533,30805.981338433885,1.0,0.4,True,0.0,14
97,9,66,28033.19186492408,23976.98339006066,26936.24813918436,26984.68469284498,95907.93356024264,26193.68151470318,25856.66496458788,1.0,0.24,True,0.0,14
97,9,69,30160.850473694863,25690.85095767334,29187.17732974023,29233.99548110463,102763.40383069337,27657.351929368266,27319.939638261105,1.0,0.24,True,0.0,14
97,9,71,29433.406616079774,26994.230268360134,29626.346100734394,29641.977251729844,40491.3454025402,27953.727080643566,35889.99671332996,1.0,0.44,True,0.0,14
97,9,72,35781.86507498807,27831.40610835057,29466.05925047779,29522.827690659924,88132.78600977681,27835.142576761427,35770.84715226004,1.0,0.3,True,0.0,14
97,9,73,41199.59805307931,29249.989144212002,32028.750381263057,32037.52146215748,29249.989144212002,29517.69088752262,38285.540923757595,1.0,0.6,True,0.0,14
97,9,80,36092.54381480371,30101.617587395645,38618.16119488218,38692.760247682905,20067.74505826377,33777.768126207884,33469.6136968407,1.0,0.54,True,0.0,14
97,9,81,34344.031691409764,32065.838520536672,42942.54702945804,43009.20410175314,40811.06720795576,36581.714529824094,36264.62486586752,1.0,0.5,True,0.0,14
97,9,82,46119.03987988934,34148.06619489991,41772.17477657686,41786.08868966242,34148.06619489991,35849.11675320963,48034.10815126253,1.0,0.6,True,-0.41948110150156775,14
97,9,83,51793.942466299144,45125.59893794996,43215.864087589754,43246.16867142195,73625.97721454993,36767.3546971782,49494.18813302206,1.0,0.42,True,0.0,14
97,9,90,42681.99407862431,42805.83831739097,59842.38124450972,59849.707955900296,42805.83831739097,47250.562318841156,46875.08464762426,1.0,0.48,True,0.0,14
97,9,92,47465.84419119547,48436.634248600356,67848.19752209107,67947.17016953585,79028.19272140058,52260.31757737738,51977.99690891725,1.0,0.4,True,0.0,14
97,9,95,53635.35139521325,47706.75904825669,84289.69357773344,84342.74690434537,71560.13857238503,62635.45024114035,62302.902096746424,1.0,0.5,True,0.0,14
97,9,96,63942.411950326226,62802.49261086415,92874.0944080059,93006.56946132518,62802.49261086415,68014.23672533022,67768.5164862286,1.0,0.6,True,-0.18958289019033542,14
98,9,3,8427.341070677236,6907.880829467264,1034.0468439765623,1034.0436337529432,5884.491076953595,7174.1477361929865,7469.681278517679,1.0,0.6,True,0.0,14
98,9,27,13114.857548017711,9664.267524846056,7757.758581410321,7756.745980064234,13268.86814552154,12629.617341128342,12920.898393360136,1.0,0.54,True,0.0,14
98,9,54,17946.372022455984,20389.72020775695,18276.66694959098,18273.351499823322,81558.88083102778,20196.22171958624,24817.512236096907,1.0,0.18,True,0.0,14
98,9,55,22778.61499093316,20016.393550318095,18116.43680356922,18111.536356907734,91185.79284033799,20092.626873584933,20363.367992417298,1.0,0.2,True,0.0,14
98,9,76,33521.53929592191,36581.930582748675,37085.78411631813,37075.801820756904,24387.953721832455,32424.48127398667,43619.962557030485,1.0,0.56,True,0.0,14
98,9,79,47416.08899176205,40371.027542841286,40472.18477929817,40467.54244174862,183912.45880627696,34623.77271961962,47011.7031780222,1.0,0.2,True,0.0,14
98,9,80,30101.617587395645,28903.860756061444,38692.760247682905,38681.06955935888,24621.807310719003,33469.6136968407,33712.753323451005,1.0,0.6,True,0.0,14
98,9,90,42805.83831739097,43041.60085178225,59849.707955900296,59838.78676543144,46628.40092276411,46875.08464762426,47117.62302825832,1.0,0.5,True,0.0,14
98,9,96,62802.49261086415,78328.5785436714,93006.56946132518,92983.19127035145,52219.05236244762,67768.5164862286,99527.35200662503,1.0,0.54,True,-0.18958289019033542,14
99,9,0,8879.55490039738,7004.41907205693,398.1692738975083,399.2712289844798,28017.676288227718,6902.402887272644,7535.85495785369,1.0,0.24,True,0.0,14
99,9,4,9934.405876369183,7756.7633007965005,1283.3681530963975,1288.9479801145412,9872.244201013727,7689.021798422904,8326.831440062137,1.0,0.5,True,0.0,14
99,9,9,12803.84188643146,9292.702745328872,2579.0410665202085,2595.0412510492174,29426.892026874764,8827.963519334551,9475.74558552912,1.0,0.2,True,0.0,14
99,9,10,11515.696722012954,9363.532940786688,2802.980325556223,2821.7454388297774,7357.061596332398,9024.698275836898,9675.779538966326,1.0,0.56,True,0.0,14
99,9,12,11847.291420874562,9271.695170950987,3011.397962229675,3027.745063203688,11800.339308483073,9208.395957585484,9857.186521588545,1.0,0.5,True,0.0,14
99,9,14,11021.244006391422,8493.759252133046,3560.68614606343,3570.694614573662,26896.904298421316,9664.419067130804,10305.777945467335,1.0,0.3,True,0.0,14
99,9,16,11493.905882089208,9588.261012438168,4209.2006587008755,4224.555165347038,10387.282763474683,10169.084258598106,10816.81207823632,1.0,0.5,True,0.0,14
99,9,18,12242.912069293287,10213.209801204392,4915.539727038643,4951.441497319732,8700.141682507443,10715.508333901887,11382.528528708877,1.0,0.5,True,0.0,14
99,9,24,14544.420565743356,12364.197251865575,6960.6725148428395,6986.432274893501,12364.197251865575,12312.94315063985,12969.743503166817,1.0,0.44,True,0.0,14
99,9,27,9664.267524846056,14151.131078461223,7756.745980064234,7772.777734629266,12054.667214985484,12920.898393360136,14949.408645556865,1.0,0.5,True,0.0,14
99,9,28,14003.810640302749,11973.347990595987,7629.785344426879,7641.281341372479,10199.518658655837,12825.496892104391,13467.689099233929,1.0,0.5,True,0.0,14
99,9,35,0.0,14742.84383973653,10024.59093798032,10033.03260159887,34399.96895938524,14646.282183203506,15284.870952171192,1.0,0.24,True,0.0,14
99,9,38,21501.978715482943,15828.292379101384,11444.212348500236,11513.573035774534,50122.92586715439,15710.573889521267,16411.282004114724,1.0,0.28,True,0.0,14
99,9,41,22621.40075922551,16574.771263251754,12121.855316291523,12169.288713705057,52486.77566696389,16230.845094609234,16902.379820056693,1.0,0.2,True,0.0,14
99,9,44,20906.28237062028,17000.32330335983,13958.461938649056,13981.126166140393,18417.01691197315,17585.620635091036,18227.183359292325,1.0,0.5,True,0.0,14
99,9,61,24713.862702885832,28309.969910979926,21690.104992037166,21830.133741004196,42464.95486646988,22660.92725229263,29006.764651931793,1.0,0.34,True,0.0,14
99,9,62,0.0,16474.364264882253,22542.613012577247,22566.313940477048,38440.18328472525,23255.772203017183,23908.060126852735,1.0,0.4,True,0.0,14
99,9,68,29280.931703251717,26217.562543660933,28671.676724083212,28746.285793407766,20599.513427162157,27221.84576599739,27919.83818289613,1.0,0.6,True,0.0,14
99,9,71,0.0,22388.371795818322,29641.977251729844,29657.187772790672,52239.534190242746,27873.330600859947,28513.778931427114,1.0,0.4,True,0.0,14
99,9,73,21298.805163487268,21819.29725791781,32037.52146215748,32043.110775236633,21819.29725791781,29433.801760431623,30056.05224479016,1.0,0.44,True,0.0,14
99,9,84,43910.997405688875,36408.79062920463,45396.280700938456,45536.22065129005,31014.895721174318,38009.7481295681,38724.933647228725,1.0,0.5,True,0.0,14
99,9,85,25641.841670053785,38665.921593198924,46375.894361374754,46570.6220883665,25777.281062132613,38606.633258286005,39413.653721530776,1.0,0.5,True,0.0,14
99,9,88,46720.20501633518,39337.59354608929,50813.42114202239,51172.576256969056,33509.801909631606,41341.436996550765,42286.842683465424,1.0,0.5,True,0.0,14
99,9,90,43041.60085178225,46930.68995330913,59838.78676543144,59954.14272102726,46930.68995330913,47117.62302825832,47863.164954149266,1.0,0.54,True,0.0,14
99,9,92,0.0,44057.17999153181,67932.1650150053,68442.11071849999,139514.4033065174,52070.45311876727,53161.8350871008,1.0,0.2,True,0.0,14
99,9,94,0.0,50782.658859607116,79626.55367270429,80134.71293555037,118492.87067241661,59438.57895615765,60481.71243524278,1.0,0.24,True,-0.28834011095726286,14
101,9,10,9539.109818158628,8817.132595610216,2823.0289788143173,2818.941812309932,7510.890729593886,8837.095634583853,9640.459915330859,1.0,0.6,True,0.0,14
101,9,15,5671.263795153701,9753.660395827404,4036.623921711849,4033.138631063871,22758.540923597277,9830.631429457859,10635.4901031335,1.0,0.4,True,0.0,14
101,9,47,20767.194177105695,15810.344598847178,14027.450548586366,14009.585404955655,50066.09122968273,17437.514558913987,18214.614919178446,1.0,0.3,True,0.0,14
101,9,73,22845.02795686236,29166.57621051454,32088.279356306753,32083.509160307658,29166.57621051454,29262.43249011245,30059.25941730423,1.0,0.6,True,0.0,14
101,9,76,28242.952173862705,28798.17565532008,37257.87284709274,37220.457765732244,22627.138014894346,32634.093968999783,33332.299949412976,1.0,0.6,True,0.0,14
101,9,94,43017.14056751271,58836.46099125155,80398.2155258606,80391.60343989651,137285.07564625362,59907.20359301235,60667.880643385375,1.0,0.4,True,-0.28834011095726286,14
101,9,96,57671.140821716814,57575.14151621438,93639.92185162246,93522.73632229015,49045.49092121965,68290.39075228847,68848.59218272948,1.0,0.6,True,-0.18958289019033542,14
104,9,12,10737.12391439604,9083.993930969793,3044.242892614382,3039.70097706141,7738.2170523076,9668.670289233007,9668.67061855965,1.0,0.6,True,0.0,14
104,9,21,12532.267727036387,10900.431089346268,5793.647507118985,5785.882692605725,9285.552409443117,11838.903161945052,11835.063928422485,1.0,0.6,True,0.0,14
104,9,26,14653.752512968587,11255.708723167696,6916.608108914843,6908.393977443627,35643.07762336437,12714.911281076584,12710.55691756358,1.0,0.3,True,0.0,14
104,9,27,14049.932093676742,12289.525585815487,7812.795993687075,7806.942287047344,10468.855128657635,13397.613025328359,13392.234091294778,1.0,0.6,True,0.0,14
104,9,30,12279.83538877112,11428.645764515737,8213.072365843886,8205.10046059232,14545.54915483821,13702.331435834392,13696.276564597896,1.0,0.5,True,0.0,14
104,9,40,12447.727202178157,16046.077754904547,12656.63913345268,12643.770161653916,50812.579557197736,17080.61747518841,17066.163318820858,1.0,0.2,True,0.0,14
104,9,41,18598.370108724866,16408.369365686332,12257.213186694704,12244.26838383445,74749.23822145996,16777.07195510708,16763.667094955952,1.0,0.2,True,0.0,14
104,9,42,18002.969137899425,15512.531210657291,12891.461638216237,12887.237411923332,19743.221540836552,17257.00783988732,19865.014825417806,1.0,0.54,True,0.0,14
104,9,51,18287.032477336972,16808.027229952502,16740.40780038967,16739.773865273633,21392.034656303185,19913.663344034747,19910.08210448039,1.0,0.5,True,0.0,14
104,9,52,22340.39729637493,19267.540417174292,18092.66471015341,18071.998498551784,16413.08998500032,20807.698416192947,20788.6012404434,1.0,0.5,True,0.0,14
104,9,55,26605.49124986891,19923.452123634746,18329.59107347296,18299.49397679694,63090.931724843365,20965.001362126677,20932.310182326855,1.0,0.3,True,0.0,14
104,9,63,25608.580907439347,27083.236869696757,24606.30800151734,24580.718584282222,18055.491246464506,25043.289677551184,31558.495997776692,1.0,0.54,True,0.0,14
104,9,64,10952.174599504406,18482.035546697603,24771.211230959983,24757.38551472474,73928.14218679041,25146.359481339055,25118.36965587818,1.0,0.24,True,0.0,14
104,9,65,27540.49024936124,23189.628845203955,24821.949391166912,24804.58229388338,29514.073075714125,25180.578768840373,25165.150321034445,1.0,0.54,True,0.0,14
104,9,66,13061.799097056704,20206.695059793903,27291.505844125026,27287.86321129546,124126.8410815911,26780.98690070424,26778.439951548862,1.0,0.2,True,0.0,14
104,9,69,21844.58853796381,27736.791353011056,29486.82854733533,29463.656366909956,87833.17261786835,28214.781999449544,28190.572619910978,1.0,0.3,True,0.0,14
104,9,70,32874.0639743318,27069.039899488067,29536.524798004964,29494.73205481756,23058.811766230574,28253.601759351506,28202.681040399584,1.0,0.6,True,0.0,14
104,9,74,30913.414852304108,27421.262448722362,32541.034438673094,32509.137277507936,23358.853197059787,30203.069572077897,30159.12493697787,1.0,0.6,True,0.0,14
104,9,80,42869.328478114374,32259.225029841662,39058.290641671134,38991.95588954972,102154.2125944986,34451.339260861445,34373.95312022529,1.0,0.3,True,0.0,14
104,9,89,55000.83918588009,43270.72140063159,59199.208000779014,59150.23422192513,223888.01608323434,47204.35451919942,47140.82064860146,1.0,0.3,True,0.0,14
104,9,90,22872.067373487687,42360.26014864359,60095.63872210489,60059.734963575196,28240.17343242906,47764.26996611466,47707.229540796005,1.0,0.54,True,0.0,14
104,9,93,59447.60736717875,49992.73213555984,70389.27941513016,70288.10351575304,63627.11362707616,54273.414294834365,54148.70962852301,1.0,0.54,True,0.0,14
105,9,6,10937.198818887546,8528.461436926493,1712.562411749624,1713.6785749999185,7264.985668492938,8500.865062910774,8696.124391121572,1.0,0.5,True,0.0,14
105,9,8,10071.394534899287,8816.162292741205,2310.341486336548,2312.4316453366464,6926.984658582374,9026.793769057289,9224.030487585345,1.0,0.6,True,0.0,14
105,9,10,10212.55154310808,8799.874221807231,2829.6536748810227,2833.808634262009,7496.189151909863,9483.54071893072,9681.033014466217,1.0,0.5,True,0.0,14
105,9,16,11503.475727212419,9881.811521552552,4238.850257397779,4240.724018207669,8417.839444285508,10628.79338688656,10823.10053413024,1.0,0.56,True,0.0,14
105,9,18,0.0,9057.587395599865,4966.56243946282,4975.0303820715735,21134.37058973302,11194.958168901547,11398.18497114261,1.0,0.4,True,0.0,14
105,9,21,10900.431089346268,12674.625217186038,5785.882692605725,5789.641716716856,8449.750144790693,11835.063928422485,12962.667044109789,1.0,0.56,True,0.0,14
105,9,22,13673.75386408621,11414.81968174299,6015.246783112358,6025.405952955701,9723.73528444773,12012.559886956573,12211.40487766392,1.0,0.5,True,0.0,14
105,9,23,13806.573465693438,11521.29792885989,6159.034850878814,6164.682283768386,9814.438976436202,12125.70716194423,12322.992864829388,1.0,0.5,True,0.0,14
105,9,24,15923.364263039146,12648.372180944976,7025.7175274993315,7031.709900009426,10774.539265249421,12801.34289832487,12997.177331685029,1.0,0.5,True,0.0,14
105,9,28,15193.724900011506,12654.82337639876,7680.34473555876,7687.463716149119,10780.034728043385,13298.589190510782,13498.68956410126,1.0,0.5,True,0.0,14
105,9,40,16046.077754904547,13581.030034257012,12643.770161653916,12670.177456920383,54324.12013702805,17066.163318820858,17282.737633795674,1.0,0.24,True,0.0,14
105,9,45,0.0,14982.687397892745,14281.09747617183,14318.93743508627,34959.60392841641,18233.773243772004,18453.565105942853,1.0,0.4,True,0.0,14
105,9,49,20787.50079077481,18467.034759781163,15533.38867795954,15564.379673498805,14509.813025542338,19087.522929267692,19287.71310003425,1.0,0.56,True,0.0,14
105,9,50,20339.350216578412,18370.711827955118,16909.914368971302,16919.997195395965,27556.06774193268,20030.251013272427,20210.028007352877,1.0,0.44,True,0.0,14
105,9,52,19267.540417174292,18605.39351335482,18071.998498551784,18081.0942998177,18605.39351335482,20788.6012404434,20957.588798912988,1.0,0.44,True,0.0,14
105,9,58,25516.32181343927,21597.451627195405,21438.63277582624,21445.252054331257,18397.829163907198,22977.78030363807,23151.13994557737,1.0,0.56,True,0.0,14
105,9,66,20206.695059793903,30183.145853839975,27287.86321129546,27298.311447355354,120732.58341535988,26778.439951548862,34471.336774748284,1.0,0.24,True,0.0,14
105,9,68,12552.56703199273,25788.58980034247,28811.896282240938,28836.370728945796,9060.855875796002,27764.152273937703,27979.753770481784,1.0,0.64,True,0.0,14
105,9,71,30426.412151623717,27268.614719450972,29726.523949977833,29791.837448592967,21425.340136711475,28344.36658979817,28571.39248984874,1.0,0.56,True,0.0,14
105,9,73,32755.491367126793,27942.869111119588,32093.715331335,32098.57525831036,23803.18479836113,29904.199737754156,30081.055338435042,1.0,0.6,True,0.0,14
105,9,76,34780.46915966742,30566.945764845583,37436.85502288531,37497.6768207359,26038.509355238824,33357.65388245555,33612.042341816574,1.0,0.56,True,0.0,14
105,9,82,44407.133176808515,35707.37055629754,42187.56190237127,42269.26014062525,30417.389733142336,36438.30659998022,36686.744727644764,1.0,0.56,True,-0.41948110150156775,14
105,9,83,42738.57816898149,35537.377872290235,43495.45334717168,43527.123539593995,30272.581150469457,37285.9033843497,37450.03028699066,1.0,0.5,True,0.0,14
105,9,88,48394.19597971695,40303.00479512094,51530.13153241068,51550.65237841208,34332.18926991783,42351.875899226055,42518.604442939155,1.0,0.56,True,0.0,14
105,9,90,42360.26014864359,41049.3818916642,60059.734963575196,60129.705863802345,34967.99198178802,47707.229540796005,47947.24336660795,1.0,0.5,True,0.0,14
105,9,95,72194.9591769348,60317.381893484584,85021.08669655063,85195.86797913282,51381.47346482019,63394.10129109939,63676.197496866684,1.0,0.5,True,0.0,14
105,9,96,73582.23053300989,63819.115793030396,93945.98016118964,94021.01851222757,54364.4319718407,69053.68905849324,69242.16770326508,1.0,0.56,True,-0.18958289019033542,14
107,9,8,9691.115859553136,8059.261400455141,2313.2762650908217,2312.8301283992355,6865.2967485358595,8464.26037931383,8702.074614559879,1.0,0.6,True,0.0,14
107,9,21,8748.75426442283,10895.738659220884,5789.641716716856,5805.206617063794,7263.825772813923,11269.978323927075,11524.036411118905,1.0,0.54,True,0.0,14
107,9,24,11897.120492318038,10625.11024033337,7054.234287711048,7043.4762241103335,13522.867578606105,12261.615390222149,12485.280629752673,1.0,0.5,True,0.0,14
107,9,33,17584.564913529233,13745.26043878485,9001.596307920337,8991.220165481549,11708.92555896487,13741.518864502348,13969.104199621677,1.0,0.6,True,0.0,14
107,9,42,17889.673471153783,16063.252903335551,12981.5516739532,12973.836588764429,12621.127281192215,16765.646288947348,16991.5615014136,1.0,0.6,True,0.0,14
107,9,44,12078.416424046824,16742.295475107505,14118.835929000688,14102.966928302707,39065.35610858418,17575.201908241386,17791.861955217744,1.0,0.24,True,0.0,14
107,9,58,23313.034782054146,22024.512663263453,21526.702198514802,21521.822605672984,18761.621898335532,22473.629682826842,22698.542947149617,1.0,0.5,True,0.0,14
107,9,61,24367.245638486336,20732.05604438766,21989.725980293482,21956.15101077877,26386.253147402473,22784.63852281851,22975.018616575166,1.0,0.5,True,0.0,14
107,9,63,22086.395188235532,21982.95272363881,24700.18677346425,24694.529024095824,17272.319997144776,24536.66701132833,24758.12662818505,1.0,0.6,True,0.0,14
107,9,64,12447.08041693923,19125.950527280016,24815.4015717732,24785.604906098037,117487.98181043437,24620.00525093649,24821.83845790073,1.0,0.2,True,0.0,14
107,9,71,28051.82709081442,26970.70348299821,29887.65319848707,29885.32385969218,22975.043707739216,27907.355243892427,28140.022845835352,1.0,0.6,True,0.0,14
107,9,82,37623.92813722141,35386.24496801012,42350.71163916209,42290.553931834984,30143.838306082696,36028.58315931738,48941.5503890187,1.0,0.56,True,-0.41948110150156775,14
107,9,96,69343.51275668642,68981.86070794512,94242.12018834754,94234.34941348217,54200.033413385434,68705.47630165661,100885.34587066589,1.0,0.6,True,-0.18958289019033542,14
144,13,5,7223.570923641481,5575.408243011847,1387.8517012749105,1393.220884283918,13009.285900360977,7743.968574901594,6914.321820758036,1.0,0.4,True,0.0,14
144,13,7,0.0,5653.763330737871,1819.9420373654375,1825.4711433052398,22615.05332295148,8124.188879909562,7294.718714976949,1.0,0.4,True,0.0,14
144,13,20,0.0,7450.461612622039,4752.469139192936,4759.217982618408,23593.12843996979,10557.702896090983,9729.707160130709,1.0,0.3,True,0.0,14
144,13,24,12131.746574745555,10829.23806211323,6555.823170141147,6556.476662262175,9224.906497355712,11965.660017517544,11131.476712009751,1.0,0.6,True,0.0,14
144,13,38,18222.81350437135,13032.381156296546,10699.895165908487,10717.455307096316,25298.151656340353,15120.30093861281,14302.987907530856,1.0,0.4,True,0.0,14
144,13,42,15037.361539229592,17085.291438658955,11766.40720620766,11784.800376131809,7322.267759425264,15930.650162343425,17456.91526212384,1.0,0.6,True,0.0,14
144,13,50,19650.266896017805,17254.319455160916,15827.581033708295,15864.956556466466,14698.12398032226,18814.889982046465,21537.071442458495,1.0,0.6,True,0.0,14
144,13,51,19367.880708687524,16687.27103573468,15404.53034425801,15431.823875310456,21238.34495457141,18530.44175056611,17722.843799756174,1.0,0.54,True,0.0,14
